,uuid,source_id,document_id,genre,subgenre,feast_day,feast_time,initial_text,initial_folio,initial_line,ending_folio,ending_line,bibliographical_reference,cm_volume,editorial_comment,melody_number,melodyname_standardized,melodyname_diplomatic,editor,related_chant,liturgical_play_id,completeness,layer_of_addendum,condition_of_transmission,iiif_urls,volpiano
3209,a09e65b0-5827-4b22-ac80-4b9dc8521a06,Ass 695,Ass 695-8-3,Kyrie,tropiert,,Messe,Clemens rector,8,3,9,1,"AH 47, 6",,,Melnicki 102,,,atkinson.5@osu.edu,,,,,Start fehlt; Abschnitte im Inneren fehlen,,--l--m--k--h--kl-mn--m--lml--k--h--kjh--gh--h-----gh--h--hg--hhge--gh--h--gk--j--l---k--j--h--j--g--e--g--h--h--j--jjh--h--h--hg--hhge-ghh-gkj-lkjh-jge---gghh--jjh--h--kl-mn--m--m--l--m--k--h--kl-mn--m--lm--k--h---kjh--gh--h--kl-mn--m--m-lmkh-kl-mnm-lmkh--kjh--gh--h--hjh--g--h--hlh---j--k--h--h--g--h--gk--j--g--h--hgfe--ggh--h--hjh--gh-hlh-jkh-hgh-gkjgh---hgfe--ggh--h--hg--hhge--g--h--h--gk--j--l--k--j--hj--g--e--g---h--h--j--jh--h--hg--hhge-ghh-gkj-lkjh-jge-gh--h--jjh--h--hjh--g---h--hl-lh--j--k--h--j--g--h--gk--j--g--h--hgfe--ggh--h--hjh--gh---hl-lh-jkh-jgh-gkjg--hhgfe--ggh--h--hg-kl-mn--m--m--lm-----g--h--hg-kl-mn--m--m--l--m--k--h--m--m--l--m-------k--j--h--g--j--h--k--l--k--j--h--hj--g------m--m-lmkh-kjh-hgh-hg-klm-nm-lmkh-mml-mmk-lmkh-kjhg-jh-klkjh-jge--ggh--jjh--h--jk-lkj--h--j---j--hk--j--l--k--j--h--j--g--e--g--h--h--j--jh--h--jk-lkj--hj--j---hkj-lkjh-jge--gghh--jjh--h--hg-kl-mn--m--lm--k--h--k--j--h--hg-kl-mn--m---m--l--m--k--h--k--j--h--m--m--l--m--ml--k--l--m--k--h---m--m--l--m--m--k--l--m--k--h--k--j--h--g--j--h--k--l--k--j---h--j--g--e--ghh--jjh--h--hg-kl-mn--m--m-lmkh-kjh-hg-kl-mnm-lmkh-kjh-mml-mmk-lmkh-mml-mmk-lmkh-kjhg-jh----klkjh-jge-ghh--j--jh--h--
3210,43c50e57-3eec-49af-8a3b-c6f73e4e4fd7,Ass 695,Ass 695-48v-8,Sanctus,tropiert,,Messe,Trinitas unitas,48v,8,49v,2,"CT VII, 161",,,Thannabaur 223,,,atkinson.5@osu.edu,,,,,,,cd--d--efe--d--e--g--e--g--h--j---h--g--g--f--ed--e--c--d--e--g--h--j--h--g--g--f--d--e--c---d--e--g--ede--f--e--d--e--c--dde--f--e--d---e--g--ede--g--e--d--e--c--d--e--f--d--h--h--f---g--e--d--e--c--d--e--g--h--j--h--g--g--f--e--e---c--d--h--h--f--g--e--d--e--c--d--e--g--h--j--h---g--g--f--ed--e--c--d--c--e--g--j--hg--h--k---j--h--h--f--e--f--e--d--e--c--d--e--f--d---c--e--g--j--hg--h--k--j--h--g--f---e--f--e--d--e--d--c--e--f--d--d--g---g--j--g--hj--l--k--j--l--j--h--j--g--h--k---j--g--g--e--f--g--e--d--e--c--d--e--g--ede--g--e--d---d--g--g--j--g--hj--l--k--j--l--j--h--h--f--h--k--j--g---f--d--f--g--e--d--e--c--d--e--g--ede--g--e--d--d---dc--efe--d--
3211,5ca33700-2c1a-45de-8529-f15ec817684c,Ass 695,Ass 695-10v-3,Kyrie,tropiert,,Messe,Kyrion o theos pater,10v,3,11,5,"AH 47, 67",,,Melnicki 210,,,atkinson.5@osu.edu,,,,,Abschnitt im Inneren fehlt,,d--de--e--d--c--d--f--e--f--g--f--e--d--f--efe--d--d---de--edcd-fe-fgfed--f--efe--d--d--e--c--d--c--d--f--e--f--g---f--e--d--f--efe--d--d--de--e--d--c--d--f--e--f--g--f--e---d--f--efe--d--f--h--g--f--e--d--f--g--e--f--e--d--e---d--c--e--eed--d--fhg--fed-fge-fed-edc--e--eed--d--f--h---g--f--e--d--f--g--e--f--e--d--e--d--c--e--eed--d--f--h---g--d--f--g--e--f--e--d--e--d--c--e--eed--d--h---g--h--h--k--l--k--j--h--j--h--h--g--f--e--d--f--efe--d--h--gh--h---k--l--k--j--h--j--h--h--g--f--e--d--f--efe--d--h--gh--h--k--l--k--j---h--j--h--h--g--h--h--k--l--k--j--h--j--h--h--g--f--e--d---f--efe--d--d--de--edcd-fe-fgfedf--efe--d--fgf--fed-fge-fed-edce------klkjh-jh-hgh-klkjh-hh-klkjh-jh-hgfedf--efe--d--h--gh--hklkjh-jh-hgh-klkjh-hh-klkjh---jh-hgfedf--efe--d--
3212,894157b6-e505-4a7a-bb8c-fcbd688fa1f5,Ass 695,Ass 695-50-1,Agnus,tropiert,,Messe,Vulnere mortis,50,1,50,7,"CT IV, 78",,,Schildbach 136,,,atkinson.5@osu.edu,,,,,Start fehlt; Abschnitte im Inneren fehlen,,---jhg-ghg--f--hk--hk-lk-kjg-gf-------kjhgf-jhgfed--------g--j--gl--lk--klm--onml-----------hjh--gf-hk-kjljg-hj-kjh--hg--ghg---hj--lmlm--lm-nonml-kl-lml-lkl-lm-nonmlj-jhgf-fhk--jhgf--fhk--lkj-gh--g---gl--lk--klm--nonml--llmljg-kjkh-jkl--kj--kjh--kl-ml-lj--gf-hj-kjh--hg---j--g--hgf--h--
3213,6939eccb-152a-4264-888e-04b113ec6528,Ass 695,Ass 695-52-5,Agnus,untropiert,,Messe,Agnus dei,52,5,52,6,,,,Schildbach 78,,,atkinson.5@osu.edu,,,,,,,cdf-fe--ded--cde--dc--9c-dc-df--ef-gfg--fe--dh--hghge-fed--dc--dfgf--e---c--dfd--e--fde-ghgfedcd--def--ed--
3214,f443d1c8-2939-4371-9adb-e8f38219c81c,Ass 695,Ass 695-13-1,Kyrie,tropiert,,Messe,Pater cuncta,13,1,13,8,"AH 47, 10",,,Melnicki 58,,,atkinson.5@osu.edu,,,,,Start fehlt; Abschnitte im Inneren fehlen,,---g--l--k--jh--g--hg--hjg--g--g--h--jg-lkjhg-hg--hjg--g---------jh--g--hg--hjg--g--g--h--j--g--l--k--jh--g--hjg------e--g--f--e--d--de--fe--g--g--ge-gfed--de--fe--g---g--g--e--g--f--e--d--de--fe--g--g--g--e--g--f--e--d--de--fe---g--g--h--j--g--l--k--jh--g--hg--hjg--g--g--h--jg-lkjhg-hg--hjg--g---g--h--j--g--l--k--jh--g--hg--hjg--g--g--h--j--g--l--k--jh--g---h--g--hj--g--g--g--g--e--g--f--e--d--e--fe--g--g--h--jg-lkjhg-hg-hjg----e--fe--g--
3215,b3e4bcca-981d-4814-940a-5183dbc1491a,Ass 695,Ass 695-53v-4,Agnus,untropiert,,Messe,Agnus dei,53v,4,53v,5,,,,Schildbach 114,,,atkinson.5@osu.edu,,,,,,,f--hk--khgk--lk--klm--nmlkl--k--n--l---n--mlkl--k--hjk--jhg--f--gh--fgf--f----f--hk--khgk--lk--kjhgh--jhgg--f--k--h--j--kl--k--
3216,f3a46024-0450-4ab1-9e67-96cf639e4dee,Ass 695,Ass 695-3v-8,Kyrie,tropiert,,Messe,Pater creator,3v,8,4v,1,"AH 47, 14",,,Melnicki 68,,,atkinson.5@osu.edu,,,,,Start fehlt; Abschnitte im Inneren fehlen,,--g--d--d--g--f--g--f--e--d--d--e--f--g--hhg--fg--g---g--h--g--h--g--g--d--d--dg--f--g--f--e--d--d--e--f-----g--h--g--h--g--g--d--d--dg--f--g--f--e--d--d--e-----ghghg--d--dg-fgfed-de-fg-hhg--fg--g--hk-kj--h--k--h--k--j--g----f---e--d--d--e--f--g--hhg--fg--g--hk-kj--h--k--j--h--k--j--g--h--g---f--e--d--d--e--f--g--hhg--fg--g--hk-kj--h--k--j--h--k--j--g--h---g--f--e--d--d--e--f--g--hhg--fg--g--hk-kj--h-kkhkj-ghgfed-de-fg-hhg--fg--g----lk-lmlkk--j--j--j--h--k--l--l--k--l--k--j--h--f--h--k--j--h--g--hf--hhg--g----lk-lmlkk--j--j--h--k--l--l--k--l--k--j--h--f--h--k--j--h--g--hf--hhg----g--lk-lmlkk--j--jh-kll-klkjh-hf-hkjhg-hf--hhg--g--lk-lmlkk--j--j--h--k----l--l--k--l--k--j--j--h--k--l--l--k--l--k--j--h--f--h--k----j----h--hhg--g--lk-lmlk--j--jh-kll-klkjh-kll-klkjhf-hkjhg-hf--hhg--g--
3217,199135e5-6693-4d8f-93f9-b37a8027bfa2,Ass 695,Ass 695-52-7,Agnus,untropiert,,Messe,Agnus dei,52,7,52,8,,,,Schildbach 225,,,atkinson.5@osu.edu,,,,,,,dec--ce-fgh--edf-efd--d--dedg--hghgf-ggh--h--dh--hgf-eg-hg--fed--dec---edf-eg-hge-fdcd--d--d--ed--ce-eg-hg-hd-fec-edf-eg-hg--fed--dec-edf-eg-hge-fd-cd--d--
3218,3664e4b4-f1f1-422c-9ffd-a3ac08b25d9f,Ass 695,Ass 695-15v-4,Kyrie,tropiert,,Messe,Summe rex sempiterne,15v,4,16v,4,"AH 47, 28",,1. Dreistimmig.,Melnicki 171,,,atkinson.5@osu.edu,,,,,,,d--f--h--g--f--e--d--ff--d--c--d--cdcd--ffgf--ed----a--c--d--c--d--f--d--c--d--cd-cd--fgf--ed----d--f--h--g--f--e--d--f--d--c--d--cd-cd--fgf--ed----h--h--g--j--h--g--f----gg--h--g--jjh--h---h--g--f--g--f---e--d--f--d--c--d--cdcd--fgf--ed----h----h--g--j--h--g--f--g--h--g--jjh--h------kkl--l--k--l--h--g--h--f--ghj--g--h------h--g--f--g--f--ee--d--f--d--c--d--cdcd--fgf--f--ed-----kk--l--k--l--h--g--jh--gf--g--h-----k--kk--l--k--l--h--g--jh--ghgf--gg--h---h--g--f--g--f--e--d--f--d--c--d--cdcd--fgf--f--ed--
3219,1a9f7766-7012-4a36-97d2-acceb2d4ff10,Ass 695,Ass 695-48-5,Sanctus,untropiert,,Messe,Sanctus … dominus deus,48,5,48,9,,,,Thannabaur 89,,,atkinson.5@osu.edu,,,,,,,gf-fd-fhfg--g--fhk-mkl-mlk-kjhg-fg--g--k--klkjh--fh-kg--fg---g--gfd-hj-kjhg--hf--hjhg--fgh--hg--lm-no-om-on-nmlk--mnl--l--lmlkh--kj--k--ll--hgf---hgfh--hkh--hg--ghg--g--g--gh--hjg-hgfg-dgfg-fhk-kjhg--h--hgf--hjg--g---lm-no--om-onmlk--mnl--l--l--lmlmlkj-kl-ml--l--g--hgf--h--hjh--g--fg--g--g--gh---hjg-hgfg-dgfg-fhk-kjhg--
3220,d65ad6ab-22d5-4e45-afeb-850ea0bd834f,Ass 695,Ass 695-52v-1,Agnus,untropiert,,Messe,Agnus dei,52v,1,52v,2,,,,Schildbach 209,,,atkinson.5@osu.edu,,,,,,,-d--f--dce--e--ed--dg--g--h--g--fd--efd--e--g--f--fe--d---dc-efd--d--
3221,e0c7f218-0e9a-4a42-ac16-7660f7e9afe8,Ass 695,Ass 695-51-1,Agnus,tropiert,,Messe,Lux lucis,51,1,51,6,"CT IV, 34",,,Schildbach 267,,,atkinson.5@osu.edu,,,,,,,-ac--df--efed--d--eg--gfg--fe--dh--hghg--fe--dde--e--f---ed--de--c--ed--f--efed--d--e--g--h--g--fd--e--e--edf--fe--cd---d--d--a--c--dc--d--d--de--d--dc--dce--e--dd--c--acd--d---c--e--f--ecd--d--d--d--d--de--dd--c--d--dc--ce--e--d---d--ac--df--dg--g--ggf--ede--c--ed--f--efed--d--e--g--h---g--fd--e--e--edf--fe--cd--d--d--
3222,91c5ea18-f7dc-40d1-9764-213f4c1f134d,Ass 695,Ass 695-14-7,Kyrie,untropiert,,Messe,Kyrie eleyson,14,7,14,10,,,,Melnicki 205,,,atkinson.5@osu.edu,,,,,,,h--g--e-fe-gjh--ggh--h--h--hgk--jg-gh-eed---hhg--g--g--hjk-jhg-ghf--hhg--g--h--gfe-gjh--ggh--h--m---lj--kjh-hjg--hhj--j--g--gh--hhgk--jjh--h--m--lj--kjh-hjg-jjh-hj-klkjh---hjg-jjh--ggh--h--
3223,70ad5b88-8a8a-4f81-bd8f-9f2bfa02a27e,Ass 695,Ass 695-45v-10,Sanctus,tropiert,,Messe,Genitor omnium,45v,10,46,7,"CT VII, 56",,,Thannabaur 49,,,atkinson.5@osu.edu,,,,,,,gkhg-efg--g--g--h--jhj---k--kjhgh--g--hgh-kjhg-ghgf--fed--ded-ef--g--gj-kl--kjhg---hgh--kkjhg--hhg--fefg---fed-de--ghjhjhg--hg--gkhg-efg--g--g--f--e--g--f---ede--de--g--jhj--kkj-kkj-jhgh--hg--g--e--f--g--j--jhj-jjhg-kk-kjhj-lkjhg-jhjg--j---k--l--ljhj--l--k--jhgh--g--j-hj--g--k--kjhj--kl--kjhgh--g---k--jhg--fge--fg--h--hgf--e--f--g--hg--fede--deg---jhj--llk-lmk-kjhg-hjhf--g--g--j--k--l--lml--de--g--kjhg--hhg--fed---ef--g--g--hkjhg--hg--fed-ed--g--hjhj--klkjg--hg--
3224,f1284491-922f-45f4-85a9-66a9da342692,Ass 695,Ass 695-17v-5,Gloria,untropiert,,Messe,Gloria in excelsis,17v,5,18,5,,,,Bosse 56,,,atkinson.5@osu.edu,,,,,Start fehlt; Abschnitt im Inneren fehlt,,----f--g--e--gfe--e--dg--gh--hk--h--h--gf--gh--gfe--e-------e--f--fe--d--e--d--c--d--d--d--e---g--gh--hg-hk--gf--e--f--e--fg--gfd--d--gf-ghgf-gfe--c--df--f--f--d--c--d--e---c--df--e--f--gf--gh--gf--d--e--f--d--c--d--e--g--f--gf--ef---gfd--d--df-ghgf--g--g--fe--d--e--f--d--c--d--e--g--f--g--f--ef--gf--d--df-ghgfg--e---f--d--c--d--e--g--gh--hk--h--h--gf--gh--gfe--e--f--ed--de--e--f--edc---d--e--g--f--gh--gf--e--e--f--d--e--e--f--dc--d--e--c---df--f--e--f--g--f--gh--gf--e--e--g--ghk--h--h--h--g--f--g--h---g--f--gh--gf--e--e--f--ed--de--c--d--de--e--ef--gf--gh--g--fe--d--e---e--f--d--c--d--d--e--gf--ghg--e--e--g--gfdc--d--df-ghgf--g--e--c---df--f--f--fe--d--edc-de--d--dg-gf-ghgfe--de--
3225,24f6fb87-b674-4133-a6ad-29523e3350fc,Ass 695,Ass 695-51v-1,Agnus,untropiert,,Messe,Agnus dei,51v,1,51v,4,,,,Schildbach 207,,,atkinson.5@osu.edu,,,,,,,-dfe--dc--de--e--e--gh--h--gf--g--gf---e--e--edf--dc--d--de--e--e--efgf--efe--d--d--df--de--e--e--gh---h--hgfde--e--fe--fg--gf--dc--de--e--dfe--dc--de--e--e--gh--h--gf--g---gf--e--e--edf--dc--d--de--e--e--
3226,3693079c-241a-4050-a65f-389ad9acacdb,Ass 695,Ass 695-18v-7,Gloria,untropiert,,Messe,Gloria in excelsis,18v,7,19,7,,,,Bosse 43,,,atkinson.5@osu.edu,,,,,,,e--g--h--h--h--g--h--g--e--e--g--h--h--g--h--j--h--h---h--h--g--h--g--e--g--h--g--e--g--h--h--g--g--e---g--h--h--g--e--e--g--h--h--g--e--e--g--h--h--g--h--j--h---h--h--h--h--h--g--h--g--e--e--g--h--h--h--g--h--j---h--h--h--h--g--h--g--e--e--e--g--h--h--h--g--h--j--h--h--g--h---g--e--g--h--h--g--e--g--h--g--e--g--h--h--g--e--e--g--h---h--g--h--j--h--h--h--g--h--g--e--e--g--h--h--g--h--j--h---h--h--h--h--h--h--h--g--h--g--e--e--g--h--h--h--g--h--j---h--h--h--g--h--g--e--e--g--h--h--g--h--g--e--g--h--h--g---e--e--e--g--h--h--h--h--h--g--h--j--h--e--g--h--h--h--h---h--h--h--h--g--h--gfe--e--ef-gfe--de--
3227,47146e95-0a01-42fc-8d36-64d8cc5d4217,Ass 695,Ass 695-13-9,Kyrie,tropiert,,Messe,O rex clemens,13,9,13v,10,"AH 47, 21",,,Melnicki 61,,,atkinson.5@osu.edu,,,,,Start fehlt; Abschnitte im Inneren fehlen; Ende fehlt,,-h--hh--g--j--j--h--g--h--j--ghg--g--gh--hgj--jhgh----g--e--f--d--d--g--g--h--j--h--hg--g--gef---d--dfg-hj--hh--g--g--h--h--g--j--j-----g--j--k--l--l--k--j--h--g--h--k--g--ef--ggf-----hkg-ef-gf--hg--g--h--g--f--g--g--h--j--k---------g--g--j--k--l--l--k--j--h--g--h--k--g--g--efg-gf--hg--g---g--j--l--l--l--m--l--l--m--o--l--m--m--l--l--llk--jhgh-hg---gjl--m--ll-lmo-lm-ml--ll--k--jhgh-hg--l--m--l--j--k--l--l---m--k--l--l--g--h--j--k--j--jhgf--hh--g--l--m--l-jk-ll-mk-ll-gh-jkj-jhgf---hhg--g--g--j----l--l--m--l--l--m--o--l--m--m--l---l--m--o--l--m--m--l--l--k--j--h--g--h--k--k------g--hj--k--j--jhgf--hh--g--gjl--kl--ll-lmo-lml-lm-ol-mml-lkjhg-hkg-gfed-ghj----
3228,8ca393b0-6bf3-4b69-bc70-c6febd19befe,Ass 695,Ass 695-14-4,Kyrie,untropiert,,Messe,Kyrie eleyson,14,4,14,7,,,,Melnicki 155,,,atkinson.5@osu.edu,,,,,,,-h--h--h-gghgf--ggh--h--df--f--fg-gf--ggh--h----k--j-kkh-jg-hgf--gh--h--ghj--h-ghf--ggh--h--k--kl--lkj-kh-jg-hgf----ggh--h--f--gh--h-ghf--ggh--h--h--kj--ggf-kjh-ghf-ghh-klkj-kh-jg-hgf-kj-klkj----kjh--gh--h--
3229,1aadbfbd-d09d-4cd0-90a2-fd796971cca7,Ass 695,Ass 695-45-6,Sanctus,untropiert,,Messe,Sanctus … dominus deus,45,6,45,9,,,,Thannabaur 56,,,atkinson.5@osu.edu,,,,,,,gh-jhgfgf--e--gf--de--gh-jhgfgf--e--gf--de--e--cd--efg--gf---de--e--c--df--f--ef--gf--de--e--e--gh-jhgf--g--ghg--e--e--ge-fed--df-gh--gf---gh--gf--e--e--g--hk--kj--h--hg--hj--h--h--gf--g--ghg---fe--de--e--c--de--efed--gf-ghgf--de--e--e--
3230,4d7c64bc-68da-4744-a96a-5cbb55fa69b1,Ass 695,Ass 695-48-10,Sanctus,untropiert,,Messe,Sanctus … dominus deus,48,10,48v,3,,,,Thannabaur 223,,,atkinson.5@osu.edu,,,,,,,ccd--d--efe--d--e--g--g--e--f--e--d--ed--c---d--c--cd--d--c--e--fe--dd--c--ed--dc--cd--ded--d--de-fgh--g--de-fedd--d---dc--efe--d--c--cd--df--d--f--ed--c--d--dc--e--fe--d--cd--d--de-fgh---g--de-fedd--c--ddc--efe--d--
3231,92f9d147-93d3-4736-bf08-5c4e2e981402,Ass 695,Ass 695-2-1,Agnus,tropiert,,Messe,Factus homo sumpta,2,1,2,4,"AH 47, 393",,1. zweistimmiger Nachtrag (Primärgesang-Abschnitte einstimmig).,Schildbach 114,,,atkinson.5@osu.edu,,,,Nachtrag,,,-f---hk--hgk--lk--f--k--l--k--n--m--lm--n--ml--k--hj--hg--f---hj--k---n--mnmlk--lm--n--mnml--k--f--hk--jh--gf--h--jh--l--mn---hgj--jk--k---m--n--o--m--nml--k--n--lk--j--klm--kj--hgh---fk-lk-gh-jh----ghf-g--f--hj-kjhj--hg--f--ghgh--fgf--f--
3232,d3b92a8a-c008-41b5-aeea-8f2579173ca4,Ass 695,Ass 695-14v-3,Kyrie,untropiert,,Messe,Kyrie eleyson,14v,3,14v,4,,,,Melnicki 151,,,atkinson.5@osu.edu,,,,,,,ffe--de--dc--de--e--g--gh-hgf--gf--e--efg--de--dc--ggf--e---efg--de--dc-gf-ghgf---gfe--df--e--
3233,e09adf68-5ce7-4da3-b88a-1d4b3d9c0889,Ass 695,Ass 695-50v-1,Agnus,tropiert,,Messe,Rex aeternae gloriae,50v,1,50v,6,"AH 47, 439",,,Schildbach 209,,,atkinson.5@osu.edu,,,,,Abschnitte im Inneren fehlen,,-fed--f--dce---------h--g--f--gh--gfe--e-----------a--eef--ghgfedc--defe--g--e----------gh--gfe--e--f--g--fe------dc--cd--fed--cb--ca--a--eef---fedc--defe---d--f--h--h--g--f--gh--gfe--e--f--g--fe--fd--f--gh--efedc---cd--fed--cb--ca--a--eef--ghgfedc--defe--g--f--fe--cd--
3234,0455c59c-d1ba-4a8e-b9b7-872971f06ffa,Ass 695,Ass 695-44v-2,Sanctus,tropiert,,Messe,Perpetuo numine,44v,2,44v,8,"CT VII, 106",,,Thannabaur 49,,,atkinson.5@osu.edu,,,,,Abschnitt im Inneren fehlt,,gjhg-efg--g--ghj--k--hg--g--h--g--g-----gj-kl--kjhg--kj--hg--hj--j--kl--kj--j--jh--k--hf--hh--g--gkhg-efg---g--ed--g--hk--jkhg--h--g--g--e--f--h--g--g--e--f--ed--d--fhg---fg--g--g--j--k--l--k--j--l--k--jhg--hk--ge--fe--d--fhg--fg--g--gj-kl---kjhg--hkg-efed-fhg-ffg--g--jkj-hhg--jkl--kj--hg--hj--j--jhh--g--g--g--e--f---h--g--g--j--k--l--k--kj--hg--h--k--g--e--fed-fhg--fg--g---gedg-hkg--fg--g--gj-kl--kjhg--hkg-efed-hjh--hg--
3235,55d72e9c-c57a-491e-9286-b77795c8c092,Ass 695,Ass 695-9-2,Kyrie,tropiert,,Messe,Kyrie fons bonitatis,9,2,9v,9,"AH 47, 5",,,Melnicki 48,,,atkinson.5@osu.edu,,,,,Abschnitte im Inneren fehlen,,g--hj--j--h--k--j--j--g--h--h--g--f--e--d--d--h--h--g---h--k--j--h--g--f--ghgf--e--g--hj--j-hkjg-hhgfed-dh-hg-hkjhg--f--ghgf--e---g--hj--j--h--k--j--j--g--h--h--g--f--e--d--d--h--h--g--h---k--j--h--g--f--ghgf--e--g--hj--j--h--k--j--h--g--h--h--g---f--e--d--d--h--h--g--h--k--j--h--g--f--ghgf--e---ed--g--h--k--k--k--j--j--g--h--j--j--d--g--h--k--k--k--j--j---g--h--h--g--f--e--d--d--h--h--g--h--k--j--h--g--f--ghgf--e---ed--g-hkk-kjhg-hjj-dg-hkk-kj-jg-hhgfed-dh-hg-hkjhg--f--ghgf--e-----k--k--j--j--g--h--k--j--d--g--h--k--k--k-----h--h--g--f--e--d--d--h--h--g--h--k--j--h--g--f--ghg--e--ed--g---h--k--k--k--j--h--g--h--j--j--d--g--h--k--k--k--j--j--g--h--h--g---f--e--d--d--h--h--g--h--k--j--h--g--f--ghggf--e--kj--kl--l--j--l--k---jh--g--j--k--l--j--l--k--jh--g--h--h--g--f--e--d--d--h--h--g--h--k---k--j--h--g--f--ghgf--e--kj--kl--l-jlkjhg-jkl-jlkjhg-hhgfed-dh-hg-hk-kjhg---f--ghgf--e--kj--kl--l--j--l--k--jh--g--j--k--l--j--l--k--jh--g--h--h---g--f--e--d--d--h--h--g--h--k--j--h--g--f--ghggf--e--kj--kl--l--j--l---j--k--l--j--l--k--jh--g--h--h--g--f--e--d--d--h--h--g-----g--f--ghggf--e--
3236,404497a5-4a98-403d-ac64-e363c502766c,Ass 695,Ass 695-12v-1,Kyrie,tropiert,,Messe,Summe deus qui cuncta,12v,1,12v,10,"AH 47, 24",,,Melnicki 161,,,atkinson.5@osu.edu,,,,,Start fehlt; Abschnitt im Inneren fehlt,,--k--h--g--h--f--g--f--dc-fg--fh--h--d--h--kh----h--k--l--k--h--k--g--g--f--g--jkhg--h--h----k--lkh-kg-gf-g--jkhg--h--d--h--k--h--g--h--f--g--f--dc-fg--fh--h----h--k--l--k--h--k--g--f--g--jkhg--h--h--klk-kh-kg-gf--g----jkhg--h---h--k--l--n--k--l--kj--g--lkj--kkj--h--h--kl-nk-lkjh-lkj----kkj--h--h--k--l--k--h--k--g--f--g--jkhg--h--hg----f--g--f--e--dc--f--g--h--d--f--gf-gjkj--h--hg--f--gfed-fg-hd-f----gf-ghj--h--h--k--l--k--j--l--k--j--g--h--kgf-kjl--kkj--h--h----k--lkj-lkjgh-kgf-kjl--kkj--h--hg--f--g--f--e--d--f--g--h--d---hg--f--g--f--e--d--f--g--h--d--f--gf-gjkj--h--hg--f--gfed-fg-hd-hgf-gfed-fg-hd-f--gf-gjkj--h--
3237,579beb74-75b7-4596-afaf-69db92ee81aa,Ass 695,Ass 695-47v-2,Sanctus,tropiert,,Messe,Deus pater cuius,47v,2,47v,8,"CT VII, 38",,,Thannabaur 49,,,atkinson.5@osu.edu,,,,,,,gkhg-efg--g--ghf--ghgh--jh-jkjgh--g---jjh--k--kjh--g--hgh--j--jg--khgfg--gfe--de--ceg--hjh--hf--kj--kh-kj-jg-h--hg---gj-kl--kjhg--g--hg-hgf--gh-gh-jkjgh--g--jh--k--kjh--g--hgh--jkj---hhg--g--j--llmk--jh--jg--khf--g--hjhj-kjgh--g--gkhg-efgh--g--llml--jhj---klkh--g--l--mlk--jk--l--mnmlm--l--g--hjhj--kjh--gh--f--ghgh--jkjg--ljg---hg--g-jh-ljg-hg--g--e--f--g--j--j--klj--gh-jk--j--llml--l--lj-jhgk--h--jg--g---l--mlk-kln--nml-mljk--l--g--hjhj--kj--kjhg--fefd-ef--g--g--j--k--l--
3238,5f3cc689-4b2d-401d-a78a-76b30f668c01,Ass 695,Ass 695-19-8,Gloria,tropiert,,Messe,Regnum ... O rex glorie,19,8,20,2,"CT XII, 132",,,Bosse 56,,,atkinson.5@osu.edu,,,,,,,cdff--f--f--e--f--g--e--gfe--e--dg--gh--hk--h--h--gf--gh--gfe--e---f--d--c--de--e--e--f--fe--d--e--d--c--d--d--d--e---g--gh--hg-hk--g--gfe--f--e--fg--gfd--d--gf-ghgf-gfe--c--df--f--f--d--c--d--e---c--df--f--ef--gf--gh--gf--e--e--f--fe--dc--de--e--g--f--g---ef--gf--d--df-ghgf--g--g--fe--d--e--f--fe--dc--d--e--g--f--g--f--ef---gfd--d--df-ghgfg--e--f--fe--dc--d--e--g--gh--hk--h--hgf--g--gh--ghgfe--e---f--d--e--e--f--dc--d--e--g--f--gh--gf--e--e--f--de--e---e--f--dc--de--e--c--df--f--e--f--g--f--gh--gf--e--e--g---ghk--h--h--h--g--f--g--h--g--f--gh--gf--e--e--f--ed--de--dc--d---de--e--e--gf--gh--g--fe--d--e--e--f--d--c--d--e--e--gf--ghg--e--e---gh--g--hk--k--kjkjhg--h--j--e--g--h--k--k--j--k--l--j---l--k--j--h--g--j--j--e--g--h--k--k--j--k--l--j--k--l--j---l--k--j--h--g--j--j--hm--m--m--l--k--l--l--k--j--hm---m--m--l--k--l--ml--k--j--jk-lm--l--kj--hg--h--hjh--g--g--g---gfdcd--d--df-ghgf--g--e--c--df--f--f--fe--d--edc-de--d--dg-gf-ghgf-gfe--de--
3239,576cbfc4-bac5-493b-819c-c7c91299395b,Ass 695,Ass 695-45-2,Sanctus,untropiert,,Messe,Sanctus … dominus deus,45,2,45,5,,,,Thannabaur 49,,,atkinson.5@osu.edu,,,,,,,gjhge-fg--g--gj-kl--kjhg--gjhge-fg--g---g--e--f--ed--d--fhg--fg--g--g--j--k--l--k--j--l--k--jhg--hkh--ge--fe--d--fhg---fg--g--gj-kl--kjhg--hkg-efed-fhg-ffg--g--g--j--k--l--k--kj--hg--h---k--g--e--fed-fhg--fg--g--gedg-hkg--efg--g--gj-kl--kjhg--hkg-efed-hjh--hg--
